OID_,CID,aspect,elevation,geology,min_temp,productivity,rugged,slope,vegetation,water,avg_rain,inapp_fire,rabbit,pig,temp_diff,lantana,land_clear,horse,habitat,grazing,goat,fox_den,flood,drought,dog,cat_den,lat,long
110,0,246.6750031,498.993988,4,7.1912298,0.526833,463.0310059,2.3766301,3,0,73.2222977,1,0.635543,0.328022,0.180086,0,0,0.617243,0.917127,0,0.177083,0.538708,4,1,0.653549,0.222511,-4169117.408,1460799.519
111,0,117.5999985,546.0390015,2,8.1067696,0.400216,250.7460022,4.4702001,7,2011.310059,54.0200005,0,0.548794,0.313144,0.0365275,0,0,0.147756,0.522509,1,0.140717,0.744979,2,0,0.318793,0.256011,-3825430.536,1543530.123
112,0,25.5382996,416.105011,4,11.1408997,0.355002,44.7547989,0.869139,5,1000.140015,52.9832001,0,0.495315,0.563508,0.294278,0.200157,1,0.407928,0.627571,2,0.144844,0.323413,1,1,0.569737,0.24331,-3250091.64,1854258.59
113,0,203.7590027,675.8070068,4,10.2047005,0.452711,147.5240021,2.49839,1,2416.73999,69.1877975,0,0.428026,0.391666,0.31147,0.456186,0,0.564314,0.251411,1,0.0944593,0.735247,2,0,0.651956,0.208316,-3228703.519,1959367.417
114,0,314.3580017,781.9829712,2,5.3469601,0.473087,313.1809998,1.55051,5,1000.02002,68.4405975,0,0.551207,0.355108,0.152496,0,1,0.469553,0.388074,1,0.0937957,1.02889,1,1,0.516843,0.232204,-4116994.774,1408176.632
115,0,16.2119999,301.2780151,4,6.9608302,0.408855,173.7079926,3.5851901,5,1002.27002,69.207901,0,0.659249,0.431189,0.335757,0,0,0.306541,0.602651,0,0.224453,0.808241,1,0,0.52699,0.233989,-4090802.895,923073.539
116,0,83.501503,215.9920044,1,10.6934004,0.529561,464.7799988,4.7865801,2,0,91.3311005,0,0.389428,0.429623,0.352514,0.622704,0,0.727681,0.809236,1,0.129187,0.247113,0,2,0.67821,0.179409,-3631133.387,1845240.647
117,0,141.2019958,755.065979,1,8.34443,0.444144,250.8329926,3.14924,5,0,63.3931007,0,0.450985,0.496339,0.305098,0.0010358,0,0.187858,0.820172,1,0.135211,0.785346,1,0,0.411665,0.235264,-3579250.79,1675242.118
118,0,63.760601,452.1870117,4,11.2793999,0.49544,235.7389984,5.1469598,5,2416.040039,89.1453018,0,0.402083,0.212526,0.253605,0.706348,1,0.496382,0.648988,2,0.0679371,0.296004,1,0,0.629371,0.177111,-3225386.753,1985225.463
119,0,57.5112,104.3639984,4,12.4045,0.48954,108.3990021,1.72296,3,1000.02002,84.716301,0,0.152423,0.137731,0.464936,0.549121,0,0.546154,0.693885,2,0.0354616,0.27204,3,0,0.5698,0.182265,-3282478.409,1999263.946
120,0,20.5606995,836.9459839,1,7.8505201,0.48325,544.4860229,9.7570696,3,2419.870117,77.2126007,0,0.47468,0.468179,0.574452,0.0458435,0,0.594649,0.167418,2,0.189371,0.743749,1,0,0.647381,0.206597,-3596687.485,1816844.74
121,0,44.1894989,319.7749939,4,8.1050501,0.493923,296.6109924,1.84714,3,0,72.9412994,0,0.602997,0.330686,0.160876,0,0,0.513295,0.844975,0,0.282924,0.378374,3,1,0.58407,0.232439,-4174774.497,1431823.01
122,0,232.220993,698.1300049,5,5.2557201,0.457496,298.7650146,0.491774,3,0,80.5943985,1,0.581577,0.500202,0.0938264,0,0,0.670373,0.623478,1,0.143667,0.556532,1,0,0.726961,0.215542,-4121388.364,1378834.309
123,0,72.6387024,648.0020142,2,8.4375601,0.395409,289.9240112,6.4554901,5,1414.349976,65.7706985,0,0.491122,0.382673,0.379177,0.29383,0,0.289286,0.377641,2,0.132151,0.360403,0,1,0.542474,0.220374,-3323137.379,1901805.881
124,0,160.6600037,118.2770004,1,11.8535004,0.48213,116.3799973,1.55244,3,0,81.7052994,0,0.331098,0.203146,0.353928,0.561479,1,0.375371,0.527278,2,0.0344941,0.719255,0,2,0.50489,0.198883,-3638294.646,1857292.53
125,0,274.5440063,428.375,4,10.2775002,0.409687,414.4200134,8.1064301,6,2416.090088,52.6099014,1,0.549218,0.518262,-0.207562,0,0,0.539615,0.886619,0,0.445134,0.314764,1,1,0.463623,0.237024,-3664059.587,1513719.115
126,0,253.1450043,373.9060059,2,11.4545002,0.389616,110.5790024,1.4084001,3,2415.479981,68.6194,0,0.456919,0.316829,0.539544,0.355309,1,0.365082,0.601651,2,0.057815,0.396229,2,0,0.617948,0.214356,-3058391.086,1965655.724
127,0,198.4889984,879.7750244,2,9.1743402,0.485102,76.1314011,0.960285,3,1414.729981,69.3367004,0,0.464245,0.397169,0.302811,0.164872,0,0.429361,0.666796,0,0.134022,0.521493,2,0,0.691523,0.230849,-3248734.842,1933260.692
128,0,77.6764984,58.3722,4,13.2220001,0.465372,51.8774986,0.960147,3,0,87.4106979,0,0.375646,0.243028,-0.0383718,0.661809,1,0.558443,0.408101,2,0.0606572,0.336286,2,0,0.58141,0.194613,-3414096.804,1989495.805
129,0,352.946991,827.0609741,1,8.2180204,0.471739,507.0509949,10.8483,6,2005.160034,67.5511017,0,0.342724,0.298115,0.283986,0.026059,1,0.282281,0.841906,0,0.224333,0.623603,0,1,0.525687,0.209367,-3571561.407,1686141.145
130,0,166.5070038,394.6140137,4,9.0619602,0.52826,447.5490112,7.4899502,5,1018.880005,78.6121979,1,0.383437,0.233066,0.236983,0.1888,0,0.518986,0.918039,0,0.293694,0.235257,1,0,0.633647,0.196488,-4050578.232,1610688.559
131,0,64.1583023,208.9450073,3,12.5584002,0.569407,325.2489929,1.32029,2,1006.27002,127.9189987,0,0.294289,0.244187,0.275573,0.760053,0,0.575326,0.907729,0,0.0835829,0.389833,1,0,0.577724,0.155768,-3479439.327,1971182.242
132,0,72.6591034,491.6350098,3,10.3873997,0.532596,533.7529907,11.5796003,2,2020.890015,83.793602,0,0.404711,0.368979,0.516861,0.541505,0,0.624148,0.329461,0,0.16259,0.228731,0,1,0.687949,0.177415,-3600321.064,1866096.62
133,0,129.3269958,393.45401,4,10.2449999,0.364295,103.1669998,1.37214,6,1414.23999,57.6791992,0,0.468937,0.397116,0.550002,0.118852,0,0.377376,0.894579,1,0.213029,0.341412,2,0,0.47054,0.238182,-3338947.703,1765229.922
134,0,189.4329987,295.7229919,4,9.8007603,0.399778,203.3150024,3.7242501,5,2415,51.2468987,0,0.416527,0.305055,0.196012,0.178509,0,0.327592,0.89951,2,0.266072,0.456534,0,3,0.399505,0.232224,-3639055.527,1744827.397
135,0,90.6669998,470.2879944,4,10.2377996,0.306576,91.6508026,1.4808,5,0,55.6711006,0,0.468184,0.338065,0.39864,0.23454,0,0.29901,0.324707,2,0.162184,0.460957,0,1,0.483776,0.237298,-3276900.407,1867059.687
136,0,154.1759949,1087.689941,5,5.4834099,0.536487,543.6530151,9.7560701,3,1064.189941,75.8431015,0,0.610014,0.375236,0.170018,0,0,0.802575,0.788579,0,0.26978,0.639773,3,1,0.504667,0.228803,-4158900.033,1422403.766
137,0,300.480011,300.5840149,1,8.6275997,0.503227,361.9710083,6.7320399,3,1003.869995,70.3529968,1,0.600799,0.300883,0.106855,0,0,0.519552,0.918093,0,0.287035,0.5421,3,1,0.613943,0.237678,-4186010.753,1424838.726
138,0,76.5205002,406.9330139,4,9.0198002,0.368241,70.4554977,1.32263,5,0,60.3041992,0,0.450259,0.430866,0.417075,0.144218,0,0.367841,0.58292,1,0.161434,0.406587,1,1,0.512187,0.232819,-3398563.819,1779987.544
139,0,108.4209976,633.5700073,2,6.90202,0.416203,282.3389893,6.2197199,5,2424.800049,54.4714012,0,0.621804,0.425269,0.201999,0,0,0.630086,0.843419,1,0.264084,0.570108,1,0,0.520751,0.263327,-4142572.406,1470493.847
140,0,283.3009949,517.5100098,4,10.1672001,0.358987,342.9119873,1.81259,5,1007.700012,54.8181992,0,0.452523,0.41253,0.473624,0.19708,1,0.386743,0.437098,1,0.204876,0.392111,0,0,0.521467,0.235898,-3294014.415,1873839.708
141,0,84.0891037,364.8640137,3,7.5076199,0.48854,189.8390045,3.7718699,5,0,86.7102966,0,0.544844,0.34349,0.152313,0,1,0.203383,0.662186,2,0.192976,0.778966,1,0,0.572761,0.20264,-4055568.62,1330901.384
142,0,129.4900055,313.822998,4,9.9948301,0.422055,282.92099,5.8958001,5,0,61.532299,0,0.526313,0.423126,0.182602,0.182217,1,0.441605,0.319174,2,0.121366,0.414633,0,3,0.577897,0.228096,-3634362.439,1777415.962
143,0,42.6786995,464.2839966,1,9.18013,0.401424,133.4720001,1.24705,5,0,59.8796005,0,0.442452,0.475683,0.179089,0.0727306,1,0.164824,0.773651,1,0.136256,0.682982,1,0,0.337733,0.229789,-3574903.19,1702946.723
144,0,81.9748001,249.345993,4,11.8888998,0.522044,139.7519989,1.7282701,3,1000.090027,84.6816025,0,0.178822,0.152376,0.323533,0.607829,1,0.539915,0.579337,2,0.0498837,0.209113,1,2,0.599471,0.183402,-3263222.701,1988148.049
145,0,251.0870056,524.1970215,1,9.4318705,0.380922,402.4249878,8.1296101,6,3417.409912,53.0667,0,0.50876,0.719518,0.0654241,0.146916,0,0.48158,0.83068,0,0.36936,0.283389,0,0,0.692158,0.222322,-3441967.022,1729995.42
146,0,254.1889954,431.2799988,4,9.2965899,0.447022,289.2189941,5.3753099,5,1000.76001,69.5568008,0,0.521783,0.417995,0.357004,0.245632,1,0.422772,0.437269,2,0.096254,0.525813,1,2,0.627069,0.203932,-3621298.792,1794437.998
147,0,277.894989,987.9379883,1,3.77478,0.510948,483.0809937,5.7292099,3,0,82.331398,1,0.554457,0.715791,0.244063,0,0,0.886175,0.859964,0,0.176302,0.651389,4,0,0.724204,0.215988,-4099916.162,1449523.312
148,0,32.7406998,556.8220215,4,9.2402,0.427206,331.2520142,3.3171501,3,3018.169922,57.2248993,0,0.494966,0.366654,0.195709,0.200438,0,0.569782,0.764779,0,0.245851,0.446883,0,0,0.619896,0.23062,-3674889.45,1718045.911
149,0,48.8625984,332.8039856,4,12.2370996,0.38936,201.5899963,4.2339702,5,2419.669922,72.3376007,0,0.275784,0.151204,0.188894,0.559694,0,0.385728,0.440116,2,0.0446136,0.37191,0,0,0.452559,0.199992,-3213878.626,2004688.907
150,0,258.2900085,382.5840149,4,6.7709599,0.521357,482.677002,9.4333096,3,0,78.3199005,1,0.590658,0.351712,-0.0149591,0,1,0.290587,0.31839,2,0.151363,0.594336,1,0,0.557927,0.208787,-4055928.073,1438966.235
151,0,7.3231401,694.4689941,4,9.8409004,0.413389,64.0906982,1.38337,5,2001.109985,56.8779984,1,0.488311,0.60822,0.28679,0.291597,0,0.500045,0.722829,0,0.14987,0.445992,0,0,0.674866,0.251078,-3219991.948,1901110.538
152,0,163.0399933,994.0150146,2,7.9447498,0.458442,253.3090057,5.3287001,3,1007.820007,69.540802,0,0.470931,0.42603,0.206591,0.0889524,0,0.397141,0.849715,0,0.171035,0.627672,1,0,0.683938,0.223207,-3298788.405,1919520.223
153,0,50.418499,565.6849976,3,11.5760002,0.552027,763.7730103,2.7896399,2,2892.659912,105.9459991,0,0.324148,0.236604,0.345033,0.746703,0,0.585903,0.884568,0,0.104503,0.186188,3,0,0.651482,0.154932,-3502050.421,1953319.744
154,0,76.3581009,293.1549988,3,11.6877003,0.541499,458.29599,3.0868101,2,1003.049988,88.3704987,0,0.450311,0.412853,0.404081,0.763221,1,0.60937,0.566036,2,0.0586241,0.258615,1,1,0.741331,0.183245,-3620600.595,1882506.794
155,0,272.3540039,126.5019989,4,12.6301003,0.38411,164.1909943,3.2165799,3,1000.02002,72.3445969,0,0.325367,0.240111,0.504675,0.280795,1,0.500673,0.435779,2,0.056541,0.296895,1,0,0.592894,0.206598,-3080229.734,1984196.1
156,0,124.5240021,79.8869019,4,10.9387999,0.450451,87.9541016,1.57301,5,0,74.5167007,1,0.325232,0.140505,0.345674,0.530298,0,0.492076,0.776047,0,0.134825,1.11209,2,2,0.623295,0.194596,-3792517.761,1715047.311
157,0,289.7780151,1041.589966,2,7.7778802,0.525055,190.6660004,2.10217,3,1420.650024,79.4585037,1,0.447715,0.33072,0.338684,0.0545173,0,0.363344,0.860509,0,0.0471126,0.3548,2,0,0.720723,0.206844,-3399323.482,1910918.793
158,0,228.4259949,360.0549927,1,7.0682201,0.498568,388.1910095,3.86744,5,0,75.4814987,0,0.547046,0.365799,-0.0908047,0,1,0.276018,0.275109,2,0.274353,0.713015,0,0,0.539434,0.219764,-4051626.013,1421514.436
159,0,151.5720062,783.5159912,1,10.5838003,0.573286,257.723999,0.498512,2,2415.610107,88.5379028,0,0.378532,0.272291,0.0990143,0.231672,0,0.403354,0.908489,0,0.136577,0.159108,1,0,0.670554,0.159627,-3234034.149,1991482.065
160,0,95.2994003,852.2730103,1,8.2000198,0.418124,176.0670013,3.75736,5,1000.26001,64.4124985,0,0.452751,0.431618,0.247218,0.139116,0,0.413099,0.82882,2,0.167691,0.777815,1,0,0.582913,0.228616,-3287699.17,1908647.599
161,0,102.9140015,646.5750122,4,10.0976,0.352282,304.1239929,3.7068701,5,0,57.0294991,0,0.492217,0.580312,0.320077,0.278185,0,0.514358,0.810106,1,0.25284,0.411307,1,1,0.673377,0.234379,-3260470.435,1867316.228
162,0,41.5863991,205.4940033,4,9.2216396,0.513454,218.7319946,3.8009701,5,1007.409973,80.9953995,1,0.377035,0.199852,0.412474,0.300726,0,0.570862,0.936441,0,0.246012,0.274595,1,0,0.633897,0.198645,-4016152.651,1622549.457
163,0,199.6569977,196.4340057,4,11.5720997,0.530503,131.4219971,2.07376,5,2421.370117,89.8216019,0,0.507842,0.276599,0.235241,0.399667,0,0.586311,0.709532,0,0.244171,0.427134,4,3,0.656361,0.190516,-3950183.972,1678503.262
164,0,184.9190063,1438.630005,1,7.7351098,0.545422,619.242981,8.5665503,4,4244.939941,110.9810028,0,0.470662,0.486166,0.320554,0.0031065,0,0.347727,0.482048,1,0.1582,0.455191,1,0,0.726656,0.161147,-3467139.271,1931141.402
165,0,148.2409973,431.8190002,4,10.0883999,0.466714,115.2570038,1.1248,3,2025.160034,60.2871017,0,0.477381,0.292293,0.278707,0.472667,0,0.661277,0.932566,0,0.197105,0.260782,1,3,0.729795,0.223416,-3691681.46,1757456.907
166,0,77.017601,306.5039978,4,11.4483995,0.443472,136.7409973,2.6628101,5,2414.899902,74.6629028,0,0.345224,0.253288,0.305549,0.577635,1,0.493049,0.562924,2,0.0612329,0.242322,2,0,0.604565,0.179519,-3211024.481,1978230.287
167,0,232.7510071,945.6380005,2,7.6814098,0.508864,104.5650024,1.26986,2,0,78.3142014,0,0.492443,0.348042,0.25702,0.0892538,0,0.408518,0.733441,0,0.0570953,0.575876,1,0,0.70721,0.205053,-3331268.129,1920071.544
168,0,205.996994,608.6300049,1,10.9224005,0.386467,109.6490021,0.807961,6,1415.150024,59.0592003,0,0.337194,0.184222,0.3115,0.372514,1,0.258922,0.443649,2,0.0423123,0.66292,1,1,0.415037,0.240422,-3101701.67,1933735.737
169,0,97.7969971,498.4129944,2,6.5733099,0.419609,341.4200134,7.8765302,3,1000.859985,54.2638016,0,0.627731,0.395846,0.170212,0,0,0.557029,0.852884,1,0.284379,0.739994,2,0,0.489061,0.234162,-4145757.696,1403384.911
170,0,191.9810028,583.8709717,4,6.7768698,0.469786,525.3619995,7.54985,3,1026.219971,66.3434982,0,0.551455,0.592568,0.117414,0,0,0.468512,0.752828,0,0.362548,0.659509,1,0,0.678759,0.233706,-4017195.559,1439712.601
171,0,234.2590027,585.5939941,4,7.2965798,0.490198,304.7550049,5.4510398,3,1414.390015,67.9610977,1,0.624758,0.358857,0.114349,0,0,0.504526,0.885252,0,0.2786,0.472315,1,0,0.58083,0.229656,-4175730.576,1369103.793
172,0,18.0279999,68.7331009,1,12.9459,0.472646,16.6275997,0.35475,3,1000,86.5860977,0,0.295995,0.260081,0.482647,0.623786,1,0.671135,0.891835,2,0.0351054,0.220155,3,0,0.625731,0.192924,-3333477.895,1999633.281
173,0,97.3768005,518.4569702,4,9.33319,0.502168,205.7949982,3.8663199,6,2414.810059,86.2950974,1,0.456771,0.320859,0.354866,0.180048,0,0.611797,0.975551,0,0.149834,0.310956,1,2,0.697844,0.191864,-3761664.019,1705770.117
174,0,198.0350037,693.0380249,4,6.48633,0.42482,464.6459961,8.3541203,7,2455.379883,81.288002,0,0.669863,0.495507,0.357775,0,0,0.468609,0.795378,0,0.219843,0.703697,1,0,0.663908,0.219407,-4098669.992,932460.1382
175,0,197.9539948,932.3950195,1,7.5676999,0.431609,224.0140076,3.6644299,3,1005.340027,65.4787979,0,0.474019,0.490729,0.412376,0.0867103,0,0.391667,0.812128,0,0.213999,0.639351,1,2,0.653528,0.236387,-3337173.922,1880754.333
176,0,156.6719971,482.5350037,1,11.1549997,0.366659,132.6150055,1.65891,1,0,60.0247993,0,0.451719,0.238039,0.308923,0.35089,1,0.333068,0.459138,2,0.0366675,0.580749,1,2,0.517342,0.22929,-3112659.858,1939255.93
177,0,8.2785797,905.4550171,4,8.7210302,0.539146,206.3009949,4.83988,2,1009.059998,99.2505035,0,0.386685,0.221583,0.382168,0.0974105,0,0.283798,0.905938,0,0.0462192,0.477045,1,1,0.660749,0.185368,-3441949.224,1943691.796
178,0,127.663002,410.42099,4,9.2388601,0.414276,195.4160004,3.1640699,3,0,58.9799004,0,0.477298,0.430958,0.384412,0.186199,0,0.47169,0.782896,0,0.367015,0.38036,0,1,0.600353,0.213019,-3609547.064,1775246.115
179,0,159.3760071,281.4979858,4,8.0509005,0.524855,487.0679932,3.43012,5,2415.560059,83.1363983,1,0.415585,0.239531,0.365607,0.0682176,0,0.513044,0.890023,0,0.357824,0.243855,1,0,0.582964,0.189879,-4013069.35,1616366.528
180,0,287.3840027,443.8540039,4,10.1313,0.545104,411.5299988,3.83161,1,2006.089966,105.3399963,1,0.393604,0.38213,0.502169,0.585667,0,0.593958,0.890089,0,0.0571599,0.230283,3,1,0.721906,0.148982,-3541805.535,1923667.191
181,0,111.822998,583.6409912,4,10.0551996,0.568217,349.3699951,5.6405001,1,2439.860107,111.4420013,0,0.398185,0.385645,0.516394,0.483953,0,0.556587,0.908363,0,0.0657488,0.220861,2,1,0.71614,0.152263,-3559929.528,1915371.858
182,0,201.2460022,810.4400024,1,7.5893202,0.408264,260.4320068,5.3141599,5,1000.76001,65.4318008,0,0.476725,0.410169,0.392726,0.0974036,0,0.345852,0.462955,1,0.109207,0.614404,0,0,0.576331,0.240038,-3376674.822,1850907.551
183,0,229.4259949,684.5200195,1,7.2230902,0.40645,301.8380127,6.4661798,3,1005.76001,62.7719002,0,0.533675,0.464701,0.178318,0,0,0.381192,0.461303,0,0.21002,0.767788,2,0,0.621937,0.246743,-3810617.587,1588399.312
184,0,73.9898987,988.1439819,4,5.40626,0.467028,540.276001,10.4434004,5,1003.26001,85.0445023,1,0.58998,0.426106,0.0425222,0,0,0.820379,0.873787,0,0.166273,0.597599,1,4,0.555902,0.188798,-4145863.575,1358848.445
185,0,267.6489868,448.6659851,4,7.2543998,0.482684,370.4039917,8.2157497,3,1005.539978,89.6600037,0,0.539956,0.521541,0.166846,0,0,0.370533,0.687749,1,0.350731,0.773817,2,0,0.638272,0.209503,-3963543.245,1464155.509
186,0,273.8789978,408.2189941,4,9.7035904,0.417508,227.7510071,2.27337,5,2422.540039,51.9648018,0,0.356682,0.193951,0.199507,0.187923,0,0.387783,0.736836,0,0.251349,0.379601,2,3,0.513611,0.231422,-3636343.229,1742840.55
187,0,21.5466003,759.2960205,1,7.6794701,0.418034,215.871994,4.39428,5,1415.209961,68.7526016,0,0.474241,0.40681,0.367793,0.11624,1,0.343801,0.606196,1,0.111517,0.578169,0,0,0.575958,0.230481,-3388812.18,1836986.574
188,0,299.0310059,81.8953018,1,10.4369001,0.462838,180.5160065,1.6638401,5,0,59.4679985,0,0.455307,0.266065,0.310794,0.409149,1,0.60338,0.496384,0,0.136884,0.301356,3,0,0.546979,0.21635,-3708579.597,1766443.918
189,0,86.3514023,771.5469971,4,6.7277999,0.506327,462.6830139,8.6480799,3,1024.280029,113.4380035,1,0.562577,0.527533,0.0806485,0,0,0.551307,0.8893,0,0.205623,0.612298,1,0,0.785011,0.188987,-4112767.859,1306989.959
190,0,2.6970401,825.1669922,1,7.4773402,0.435873,114.3889999,2.72435,5,1001.039978,66.3338013,0,0.470595,0.399294,0.364484,0.107887,0,0.331396,0.834648,1,0.0813029,0.803628,0,0,0.576487,0.236866,-3385917.262,1851761.168
191,0,126.9919968,1407.550049,4,3.9857399,0.520943,510.6109924,5.1220102,3,2857.73999,78.4906006,0,0.596782,0.49246,0.256988,0,0,0.80495,0.898206,0,0.102804,1.3351901,2,3,0.660607,0.230339,-4038650.915,1575230.879
192,0,254.4199982,790.8549805,3,7.2842002,0.401514,269.6369934,3.69172,7,0,63.4597015,0,0.564645,0.395667,0.128933,0,0,0.337841,0.729346,1,0.215997,1.12604,1,1,0.614172,0.252641,-3697386.348,1624419.986
193,0,123.8270035,303.5209961,4,9.9177904,0.448558,127.8379974,2.4093499,2,2414.77002,66.0738983,1,0.447211,0.317902,0.298408,0.396815,0,0.634809,0.8125,0,0.157524,0.354345,2,0,0.693438,0.231032,-3728009.715,1726995.005
194,0,345.2839966,358.8410034,4,11.7538996,0.566025,289.8930054,3.57143,2,1006.429993,91.0261002,1,0.47442,0.468073,0.32487,0.716699,0,0.672154,0.764166,0,0.0751618,0.18299,1,1,0.802549,0.188745,-3653538.179,1861905.508
195,0,284.6010132,820.7769775,4,7.5578198,0.48547,413.1239929,5.9980898,2,1000.119995,74.3114014,0,0.500339,0.324454,0.640296,0.069861,0,0.374604,0.748988,1,0.116175,0.605883,0,0,0.589835,0.209265,-3560636.289,1796369.875
196,0,187.625,247.2819977,4,10.6199999,0.477921,208.1230011,3.3877599,3,3004.280029,77.0699997,1,0.442296,0.256449,0.342243,0.558327,0,0.660303,0.923249,0,0.147022,0.377762,0,1,0.699735,0.212433,-3767921.338,1730242.309
197,0,90.9393997,1078.609985,2,5.5493598,0.490887,682.901001,9.4803896,3,3496.969971,69.0494003,0,0.686946,0.576912,0.261631,0,0,0.664869,0.627302,0,0.268978,0.413998,1,3,0.631977,0.200932,-4052359.444,1579220.108
198,0,105.3359985,372.8410034,1,9.2206097,0.389616,232.5870056,1.31959,6,0,61.596199,0,0.424551,0.496272,0.174423,0.100804,1,0.221098,0.392875,1,0.116431,0.427025,2,2,0.371207,0.240251,-3604111.791,1717059.357
199,0,154.4299927,144.3899994,4,10.6429996,0.437631,130.8009949,3.07113,5,1000.469971,68.9436035,1,0.454559,0.32479,0.313386,0.509777,0,0.570295,0.365381,1,0.144854,1.12947,0,1,0.693548,0.221325,-3818628.151,1707190.591
200,0,263.2630005,89.1722031,4,9.1655703,0.513491,344.4440002,4.9595599,5,1000.320007,81.3266983,1,0.385556,0.208427,0.363557,0.257884,0,0.597502,0.944397,0,0.297103,0.22052,1,1,0.665917,0.194858,-4023489.209,1618354.765
201,0,49.8905983,279.1870117,4,9.1320295,0.536766,306.4440002,5.8418298,5,1000.289978,83.376297,1,0.381791,0.19632,0.447387,0.175063,0,0.516114,0.920608,0,0.273714,0.281725,2,0,0.565109,0.204137,-3995847.109,1633212.185
202,0,330.3399963,312.4100037,2,7.2518702,0.489956,403.1409912,8.1821299,5,2001.709961,66.6877975,1,0.566594,0.276606,-0.0424595,0,1,0.186973,0.152937,0,0.134909,1.04283,1,0,0.448122,0.240001,-4032072.666,1441593.988
203,0,91.2622986,952.6099854,4,8.4864798,0.557979,246.4140015,3.5662999,3,1427.650024,113.9889984,0,0.381767,0.18584,0.340504,0.0782501,1,0.216557,0.425346,2,0.0424898,0.529232,2,1,0.61548,0.178041,-3451770.503,1944098.098
204,0,250.5570068,132.4720001,4,12.0396004,0.500227,242.0700073,3.26124,2,2000.079956,86.9256973,0,0.307673,0.302142,0.413063,0.620992,0,0.580327,0.904745,0,0.0944675,0.1747,4,1,0.655261,0.192143,-3311843.02,1977394.839
205,0,281.4729919,400.618988,4,11.2797003,0.359901,113.7060013,0.733696,5,0,52.7044983,0,0.508985,0.606382,0.179545,0.193704,1,0.271331,0.890442,2,0.124078,0.284598,0,0,0.544469,0.243813,-3201399.879,1870469.863
206,0,323.446991,831.0960083,4,7.8351598,0.467766,223.9989929,4.7954001,3,1001,74.0569992,0,0.54067,0.278088,0.109546,0.0196251,1,0.555891,0.687143,1,0.124556,1.86623,2,3,0.672815,0.228215,-3779633.944,1676306.831
